,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
1570,Asb International,4.2,(249 Reviews),Private,"Thane,Maharashtra + 8 more",25 years old,201-500 employees (India)
1571,PrimEra Medical Te...,3.3,(249 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",7 years old,1k-5k employees (Global)
1572,Hexagon Nutrition,4.2,(248 Reviews),Private,"Mumbai,Maharashtra + 23 more",31 years old,201-500 employees (India)
1573,Religare Securitie...,3.7,(248 Reviews),Private,"Delhi/NCR,Delhi + 62 more",36 years old,1k-5k employees (India)
1574,Wistron,3.9,(248 Reviews),Taipei + 6 more,21 years old,201-500 employees (India),
1575,Minda Furukawa Ele...,4.2,(248 Reviews),Private,"Rewari,Haryana + 11 more",15 years old,1k-5k employees (Global)
1576,The Akshaya Patra ...,4.4,(248 Reviews),"Bangalore/Bengaluru,Karnataka + 43 more",22 years old,201-500 employees (India),
1577,RPG Life Sciences,4.1,(247 Reviews),Public,"Mumbai,Maharashtra + 23 more",29 years old,1k-5k employees (India)
1578,Microtek Internati...,3.9,(247 Reviews),Private,"Delhi/NCR,Delhi + 50 more",42 years old,201-500 employees (India)
1579,SMC Global Securit...,3.5,(247 Reviews),Public,SMC Global Securities Ltd. + 40 more,28 years old,1k-5k employees (Global)
1580,Otsuka Pharmaceuti...,3.8,(247 Reviews),Private,"Chiyoda City,Tokyo + 20 more",10 years old,201-500 employees (India)
1581,B. Braun Medical,4.1,(247 Reviews),Private,"Melsungen,Hesse + 37 more",183 years old,201-500 employees (India)
1582,Micron Electricals,4.0,(246 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",46 years old,1k-5k employees (India)
1583,Airports Authority...,4.3,(246 Reviews),Private,"Delhi/NCR,New Delhi + 59 more",27 years old,10k-50k employees (Global)
1584,TTK Healthcare,4.2,(246 Reviews),Public,"Chennai,Tamil Nadu + 49 more",94 years old,1k-5k employees (India)
1585,Grand Hyatt,4.3,(246 Reviews),Private,"Chicago,Illinois + 16 more",65 years old,5k-10k employees (Global)
1586,Ministry Of Health...,4.3,(246 Reviews),"Delhi/NCR,Delhi + 34 more",46 years old,1 Lakh+ employees (Global),
1587,Rane NSK Steering ...,4.0,(246 Reviews),Bawal + 14 more,,,
1588,Zydus Wellness,3.7,(246 Reviews),Public,Ahmedabad + 48 more,28 years old,501-1k employees (Global)
1589,Aerial Telecom Sol...,3.9,(245 Reviews),Private,"Mohali,Punjab + 48 more",12 years old,501-1k employees (India)
1590,Molex,3.8,(245 Reviews),Private,"Lisle,Illinois + 7 more",84 years old,1k-5k employees (India)
1591,TCI Express,4.1,(245 Reviews),Public,Gurugram + 51 more,26 years old,1k-5k employees (India)
1592,Gupta Power Infras...,3.6,(245 Reviews),Private,"Bhubaneswar,Odisha + 27 more",61 years old,501-1k employees (India)
1593,Coats,3.9,(245 Reviews),Private,Middlesex + 34 more,48 years old,501-1k employees (India)
1594,Spar Hyper Market,4.1,(245 Reviews),"Bangalore/Bengaluru,Karnataka + 19 more",15 years old,1k-5k employees (India),
1595,Central Bank of In...,4.0,(245 Reviews),Public,"Mumbai,Maharashtra + 60 more",111 years old,10k-50k employees (India)
1596,Morningstar,4.2,(245 Reviews),Private,"Chicago,Illinois + 7 more",18 years old,1k-5k employees (India)
1597,LG Soft India,3.6,(245 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",26 years old,1k-5k employees (India)
1598,Epsilon,3.8,(245 Reviews),Private,Texas + 6 more,53 years old,1k-5k employees (India)
1599,Satyam Auto Compon...,4.0,(244 Reviews),Private,"Ludhiana,Punjab + 14 more",21 years old,1k-5k employees (India)
1600,CDK Global,4.0,(244 Reviews),Private,"Hoffman Estates,Illinois",8 years old,1k-5k employees (India)
1601,Telesonic Networks,3.8,(244 Reviews),Public,"Delhi/NCR,Delhi + 29 more",13 years old,5k-10k employees (Global)
1602,INDIABULLS PHARMAC...,2.7,(244 Reviews),Private,Mumbai + 50 more,6 years old,1k-5k employees (India)
1603,Principal Global S...,4.1,(244 Reviews),Private,Des Moines + 2 more,16 years old,1k-5k employees (India)
1604,TÜV NORD,3.7,(244 Reviews),Private,"Mumbai,Maharashtra + 25 more",33 years old,201-500 employees (India)
1605,Lenovo,4.1,(316 Reviews),Private,Quarry Bay + 55 more,17 years old,50k-1 Lakh employees (Global)
1606,UCAL Fuel Systems,4.0,(243 Reviews),Public,"Chennai,Tamil Nadu + 12 more",37 years old,501-1k employees (India)
1607,SPML Infra,3.6,(243 Reviews),Public,"Delhi/NCR,Delhi + 33 more",41 years old,501-1k employees (India)
1608,Guardian India,4.2,(243 Reviews),Private,"York Way,London + 6 more",23 years old,1k-5k employees (India)
1609,Monte Carlo,4.1,(243 Reviews),Public,"Ludhiana,Punjab + 48 more",38 years old,1k-5k employees (Global)
1610,Aquasub Engineerin...,3.9,(242 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",39 years old,5k-10k employees (India)
1611,Xchanging,3.7,(242 Reviews),Public,London + 10 more,24 years old,201-500 employees (India)
1612,Planet Spark,3.7,(242 Reviews),Gurgaon + 17 more,5 years old,51-200 employees (India),
1613,Chandigarh Univers...,3.4,(242 Reviews),Private,"Mohali,Punjab + 26 more",10 years old,5k-10k employees (Global)
1614,Incedo,3.7,(242 Reviews),Private,"Iselin,New Jersey + 6 more",11 years old,1k-5k employees (India)
1615,EdgeVerve Systems,3.4,(241 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",8 years old,5k-10k employees (Global)
1616,ValueMomentum,3.7,(241 Reviews),Private,"Piscataway,New Jersey + 4 more",22 years old,1k-5k employees (India)
1617,Orient Electric,3.9,(241 Reviews),Public,"Delhi/NCR,Delhi + 29 more",68 years old,501-1k employees (India)
1618,Jayaswal Neco Indu...,4.1,(241 Reviews),Public,"Nagpur,Maharashtra + 16 more",50 years old,1k-5k employees (India)
1619,Evelyn Learning Sy...,3.9,(241 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",9 years old,501-1k employees (India)
1620,Roop Polymers,4.0,(241 Reviews),Public,"Gurgaon/Gurugram,Haryana + 12 more",49 years old,501-1k employees (India)
1621,Mahanagar Gas,4.1,(241 Reviews),Public,"Mumbai,Maharashtra + 14 more",27 years old,201-500 employees (India)
1622,UpGrad,3.0,(241 Reviews),Private,Mumbai + 19 more,7 years old,1k-5k employees (India)
1623,Welspun Group,4.0,(1.3k Reviews),Public,Mumbai + 27 more,37 years old,1k-5k employees (India)
1624,Toyota,4.2,(1.2k Reviews),Private,"Toyota City,Aichi Prefecture + 55 more",85 years old,5k-10k employees (India)
1625,Federal mogul Goet...,4.0,(240 Reviews),Public,"Gurgaon/Gurugram,Haryana + 20 more",68 years old,1k-5k employees (India)
1626,Karma Ayurveda,4.7,(240 Reviews),,,,
1627,MITS GLOBAL CONSUL...,4.7,(240 Reviews),Mumbai + 7 more,,,
1628,Hindusthan Nationa...,3.6,(240 Reviews),Public,"Kolkata,West Bengal + 14 more",76 years old,501-1k employees (India)
1629,Essel Group,3.8,(2.9k Reviews),Private,Mumbai + 34 more,96 years old,10k-50k employees (India)
1630,Pennar Industries,3.6,(353 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 15 more",34 years old,1k-5k employees (India)
1631,LIC Housing Financ...,4.1,(239 Reviews),Public,"Mumbai,Maharashtra + 82 more",33 years old,1k-5k employees (India)
1632,SABIC,4.3,(239 Reviews),Private,Riyadh + 14 more,46 years old,1k-5k employees (India)
1633,Ferrero,3.9,(239 Reviews),Private,"Pune,Maharashtra + 40 more",18 years old,501-1k employees (India)
1634,Maersk Line,4.3,(239 Reviews),Public,"Copenhagen,Copenhagen + 18 more",118 years old,501-1k employees (India)
1635,Bunge India,3.8,(239 Reviews),Private,"Chesterfield,Missouri + 32 more",22 years old,1k-5k employees (India)
1636,FoodPanda,4.1,(238 Reviews),Private,"Berlin,Berlin + 16 more",10 years old,501-1k employees (India)
1637,Kuwait National Pe...,4.4,(238 Reviews),Al Ahmadi + 14 more,62 years old,51-200 employees (India),
1638,British Council,3.7,(238 Reviews),London + 16 more,88 years old,1k-5k employees (India),
1639,HEISCO,4.0,(238 Reviews),Private,Safat + 17 more,48 years old,201-500 employees (India)
1640,Munjal Showa,3.8,(238 Reviews),Public,"Gurgaon/Gurugram,Haryana + 10 more",37 years old,1k-5k employees (Global)
1641,Provana,3.4,(238 Reviews),Private,"Lisle,Illinois + 4 more",11 years old,501-1k employees (India)
1642,Consolidated Const...,4.3,(238 Reviews),Public,"Chennai,Tamil Nadu + 24 more",25 years old,501-1k employees (India)
1643,TOYOTA INDUSTRIES ...,4.2,(238 Reviews),Private,"Kariya,Aichi + 2 more",27 years old,1k-5k employees (India)
1644,AccorHotels,4.3,(603 Reviews),Private,Paris + 30 more,55 years old,1k-5k employees (India)
1645,Dishnet Wireless,4.3,(237 Reviews),Public,"Delhi/NCR,New Delhi + 46 more",24 years old,1k-5k employees (India)
1646,Shyam Steel Indust...,3.5,(237 Reviews),Private,"Kolkata,West Bengal + 23 more",69 years old,501-1k employees (Global)
1647,Unimoni,3.9,(237 Reviews),"Abu Dhabi,Dubai + 58 more",16 years old,1k-5k employees (India),
1648,Adani Enterprises,4.1,(237 Reviews),Public,"Ahmedabad,Gujrat + 26 more",34 years old,1k-5k employees (India)
1649,Pacific BPO,3.9,(237 Reviews),Private,"Noida,Uttar Pradesh + 9 more",12 years old,201-500 employees (India)
1650,Kirloskar Pneumati...,4.3,(236 Reviews),Public,"Pune,Maharashtra + 9 more",64 years old,501-1k employees (India)
1651,Nowfloats Technolo...,3.9,(236 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 34 more",10 years old,51-200 employees (Global)
1652,Elecon Engineering,3.9,(236 Reviews),Public,Gujrat + 19 more,71 years old,1k-5k employees (Global)
1653,Ramboll,4.2,(236 Reviews),Private,"Copenhagen,Denmark + 21 more",16 years old,1k-5k employees (India)
1654,Reliance Home Fina...,4.5,(236 Reviews),Public,"Mumbai,Maharashtra + 45 more",14 years old,501-1k employees (India)
1655,Vikram Solar,3.8,(236 Reviews),Private,"Kolkata,West Bengal + 17 more",16 years old,1k-5k employees (India)
1656,eMids Technologies,3.8,(236 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",23 years old,1k-5k employees (India)
1657,SHARE Microfin,4.2,(236 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 88 more",33 years old,501-1k employees (India)
1658,Dr. Reddy's Founda...,4.1,(236 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 58 more",26 years old,501-1k employees (India)
1659,Onward Technologie...,2.8,(236 Reviews),Public,"Mumbai,Maharashtra + 16 more",31 years old,1k-5k employees (Global)
1660,TEXMO INDUSTRIES,3.7,(242 Reviews),Private,Coimbatore + 23 more,66 years old,501-1k employees (India)
1661,FCC Clutch,4.2,(235 Reviews),Hamamatsu + 15 more,83 years old,201-500 employees (India),
1662,Central Reserve Po...,4.4,(235 Reviews),Govt Organisation,"Delhi/NCR,New Delhi + 45 more",83 years old,1 Lakh+ employees (India)
1663,ETA Engineering,3.9,(235 Reviews),Private,"Chennai,Tamil Nadu + 18 more",28 years old,501-1k employees (India)
1664,Kokilaben Dhirubha...,3.8,(235 Reviews),Private,"Mumbai,Maharashtra + 8 more",13 years old,1k-5k employees (India)
1665,Colt Technology Se...,4.0,(235 Reviews),Private,London + 4 more,30 years old,1k-5k employees (India)
1666,Bussan Auto Financ...,4.2,(234 Reviews),Private,New Delhi + 41 more,88 years old,201-500 employees (India)
1667,Onward eServices,3.8,(234 Reviews),Public,"Mumbai,Maharashtra + 35 more",19 years old,1k-5k employees (India)
1668,Okaya Power,3.7,(234 Reviews),Private,"Delhi/NCR,Delhi + 46 more",35 years old,1k-5k employees (Global)
1669,QUICK HEAL TECHNOL...,3.6,(234 Reviews),Public,"Pune,Maharashtra + 31 more",29 years old,1k-5k employees (Global)
1670,Emerson Network Po...,4.1,(234 Reviews),Public,"St. Louis,Missouri + 35 more",132 years old,1k-5k employees (India)
1671,Christian Medical ...,4.5,(234 Reviews),Private,"Vellore,Tamil Nadu + 16 more",122 years old,5k-10k employees (India)
1672,Sandoz,4.3,(234 Reviews),Private,Holzkirchen + 15 more,136 years old,1k-5k employees (India)
1673,Williams Lea Tag,3.9,(234 Reviews),Public,London + 10 more,202 years old,201-500 employees (India)
1674,VGN Projects Estat...,4.4,(234 Reviews),Private,"Chennai,Tamil Nadu",80 years old,1k-5k employees (India)
1675,Allegis Group,3.6,(572 Reviews),Private,"Hanover,Maryland + 9 more",39 years old,501-1k employees (India)
1676,Venky's,3.9,(233 Reviews),Public,"Pune,Maharashtra + 42 more",46 years old,5k-10k employees (India)
1677,Lakme,4.4,(233 Reviews),"Mumbai,Maharashtra + 44 more",42 years old,50k-1 Lakh employees (Global),
1678,Ensure Support Ser...,3.8,(233 Reviews),Private,"Chennai,Tamil Nadu + 41 more",9 years old,201-500 employees (India)
1679,Artemis Health Ins...,4.4,(233 Reviews),Public,"Gurgaon/Gurugram,Haryana + 6 more",15 years old,1k-5k employees (India)
1680,SAMSUNG C&T,4.2,(233 Reviews),"Suwon-Si,Gyeonggi-Do + 14 more",84 years old,501-1k employees (India),
1681,Manjushree Technop...,3.8,(232 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",39 years old,1k-5k employees (India)
1682,V-Xpress,4.4,(232 Reviews),Private,"Chembur,Maharashtra + 54 more",20 years old,1k-5k employees (Global)
1683,Havmor Ice Cream,4.1,(232 Reviews),Private,"Ahmedabad,Gujrat + 38 more",78 years old,501-1k employees (India)
1684,Inbisco,3.7,(232 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 44 more",14 years old,501-1k employees (India)
1685,HIL,4.1,(232 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 36 more",76 years old,1k-5k employees (India)
1686,Paramount Health S...,3.8,(232 Reviews),Private,"Mumbai,Maharashtra + 21 more",20 years old,501-1k employees (India)
1687,CTS,3.9,(21k Reviews),Private,Eysines + 19 more,14 years old,1 Lakh+ employees (India)
1688,Thermo Fisher Scie...,4.1,(237 Reviews),Private,"Waltham,Massachusetts + 21 more",66 years old,1k-5k employees (India)
1689,The Park Hotels,4.1,(231 Reviews),Private,"Kolkata,West Bengal + 17 more",55 years old,1k-5k employees (India)
1690,Vestige,4.4,(231 Reviews),Private,"Delhi/NCR,Delhi + 68 more",18 years old,201-500 employees (India)
1691,Greet Technologies,3.0,(231 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",31 years old,1k-5k employees (Global)
1692,You Broadband,3.9,(231 Reviews),Public,"Mumbai,Maharashtra + 23 more",21 years old,1k-5k employees (Global)
1693,Silverlink Technol...,4.4,(231 Reviews),Private,"Mumbai,Maharashtra + 12 more",19 years old,201-500 employees (India)
1694,Bridgestone India ...,4.1,(231 Reviews),Private,Pune + 25 more,26 years old,1k-5k employees (Global)
1695,NU Vista,4.0,(231 Reviews),Public,"Kolkata,West Bengal + 36 more",48 years old,1k-5k employees (India)
1696,IDFC FIRST Bharat,4.2,(231 Reviews),Tiruchirappalli + 100 more,6 years old,5k-10k employees (India),
1697,Deloitte Touche Ae...,3.8,(231 Reviews),"Bangalore/Bengaluru,Karnataka + 20 more",12 years old,50k-1 Lakh employees (India),
1698,Carlsberg,3.9,(231 Reviews),Private,"Vesterbro,Copenhagen + 49 more",175 years old,501-1k employees (India)
1699,SBFC,3.6,(231 Reviews),Private,"Mumbai,Maharashtra + 68 more",5 years old,501-1k employees (India)
1700,Hilti,3.5,(230 Reviews),Private,Schaan + 29 more,81 years old,501-1k employees (India)
1701,Avery Dennison,4.1,(230 Reviews),Private,"Glendale,California + 24 more",27 years old,1k-5k employees (India)
1702,Suma Soft,3.8,(230 Reviews),Private,"Pune,Maharashtra + 4 more",22 years old,501-1k employees (Global)
1703,TCS eServe,3.8,(230 Reviews),Private,Mumbai + 26 more,15 years old,10k-50k employees (Global)
1704,Emami Agrotech,3.6,(230 Reviews),"Kolkata,West Bengal + 26 more",20 years old,1k-5k employees (India),
1705,VLCC Personal Care,3.4,(230 Reviews),Private,Gurugram + 47 more,33 years old,1k-5k employees (Global)
1706,Nissan,4.1,(234 Reviews),Private,"Yokohama-shi,Kanagawa + 55 more",89 years old,10k-50k employees (India)
1707,Giesecke & Devrien...,3.9,(229 Reviews),Private,Munich + 35 more,170 years old,1k-5k employees (India)
1708,Flamingo Pharmaceu...,3.4,(229 Reviews),Public,"Mumbai,Maharashtra + 5 more",37 years old,1k-5k employees (Global)
1709,Mazagon Dock,4.3,(229 Reviews),Private,"Mumbai,Maharashtra + 3 more",88 years old,1k-5k employees (India)
1710,MeritNation,3.6,(229 Reviews),Private,"New Delhi,Delhi + 21 more",34 years old,501-1k employees (Global)
1711,Sasken,3.9,(229 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",33 years old,1k-5k employees (Global)
1712,Sun Knowledge,4.1,(229 Reviews),Private,"New York,New York + 2 more",16 years old,501-1k employees (Global)
1713,Finastra,3.7,(229 Reviews),Private,"Toronto,Ontario + 9 more",5 years old,1k-5k employees (India)
1714,Godrej Industries,4.1,(1.5k Reviews),Public,"Mumbai,Maharashtra + 36 more",59 years old,10k-50k employees (India)
1715,Emaar MGF,3.9,(228 Reviews),Public,"Delhi/NCR,New Delhi + 13 more",17 years old,501-1k employees (India)
1716,Cigniti Technologi...,3.8,(228 Reviews),Public,Irving + 4 more,24 years old,1k-5k employees (India)
1717,Portea Medical,3.6,(228 Reviews),Private,Bangalore + 14 more,9 years old,501-1k employees (India)
1718,Pinnacle Infotech,3.3,(228 Reviews),"Houston,Texas + 8 more",30 years old,1k-5k employees (India),
1719,Vasudha Pharma Che...,4.3,(227 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 3 more",27 years old,1k-5k employees (India)
1720,SIS Prosegur Holdi...,3.8,(227 Reviews),Private,"Patna,Bihar + 46 more",27 years old,1k-5k employees (Global)
1721,Marlabs,3.5,(227 Reviews),Private,"Piscataway,New Jersey + 11 more",26 years old,1k-5k employees (India)
1722,Hajee A P Bava Con...,3.8,(227 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 34 more",72 years old,201-500 employees (India)
1723,Akumentis Healthca...,3.2,(227 Reviews),Private,"Thane,Maharashtra + 33 more",12 years old,1k-5k employees (Global)
1724,Value Point System...,3.8,(227 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 29 more",31 years old,1k-5k employees (Global)
1725,Utility Powertech,4.0,(227 Reviews),Private,"Noida,Uttar Pradesh + 41 more",27 years old,201-500 employees (India)
